system_id,datetime,value,measure_type_id,QAQC_flag,sensor_id
399,"2017-06-21 16:10:43",68.000,temp_ave,0,PISB
400,"2017-06-21 16:10:43",1155.000,temp_min,0,PISB
401,"2017-06-21 16:10:43",1057.000,temp_max,0,PISB
402,"2017-06-21 16:10:43",61.000,temp_ave,0,PISB
403,"2017-06-21 16:13:53",68.000,temp_ave,0,PISB
404,"2017-06-21 16:13:53",675.000,temp_min,0,PISB
405,"2017-06-21 16:13:53",1088.000,temp_max,0,PISB
406,"2017-06-21 16:13:53",61.000,temp_ave,0,PISB
407,"2017-06-21 16:17:07",68.000,temp_ave,0,PISB
408,"2017-06-21 16:17:07",1245.000,temp_min,0,PISB
409,"2017-06-21 16:17:07",1018.000,temp_max,0,PISB
410,"2017-06-21 16:17:07",59.000,temp_ave,0,PISB
411,"2017-06-21 16:17:23",68.000,temp_ave,0,PISB
412,"2017-06-21 16:17:23",1193.000,temp_min,0,PISB
413,"2017-06-21 16:17:23",1012.000,temp_max,0,PISB
414,"2017-06-21 16:17:23",59.000,temp_ave,0,PISB
415,"2017-06-21 16:17:41",68.000,temp_ave,0,PISB
416,"2017-06-21 16:17:41",1258.000,temp_min,0,PISB
417,"2017-06-21 16:17:41",1061.000,temp_max,0,PISB
418,"2017-06-21 16:17:41",59.000,temp_ave,0,PISB
419,"2017-06-21 16:18:00",68.000,temp_ave,0,PISB
420,"2017-06-21 16:18:00",1253.000,temp_min,0,PISB
421,"2017-06-21 16:18:00",1092.000,temp_max,0,PISB
422,"2017-06-21 16:18:00",59.000,temp_ave,0,PISB
423,"2017-06-21 16:22:43",68.000,temp_ave,0,PISB
424,"2017-06-21 16:22:43",676.000,temp_min,0,PISB
425,"2017-06-21 16:22:43",1098.000,temp_max,0,PISB
426,"2017-06-21 16:22:43",61.000,temp_ave,0,PISB
427,"2017-06-21 16:31:31",68.000,temp_ave,0,PISB
428,"2017-06-21 16:31:31",676.000,temp_min,0,PISB
429,"2017-06-21 16:31:31",1083.000,temp_max,0,PISB
430,"2017-06-21 16:31:31",63.000,temp_ave,0,PISB
431,"2017-06-21 16:40:19",68.000,temp_ave,0,PISB
432,"2017-06-21 16:40:19",677.000,temp_min,0,PISB
433,"2017-06-21 16:40:19",1085.000,temp_max,0,PISB
434,"2017-06-21 16:40:19",63.000,temp_ave,0,PISB
435,"2017-06-21 16:49:09",68.000,temp_ave,0,PISB
436,"2017-06-21 16:49:09",676.000,temp_min,0,PISB
437,"2017-06-21 16:49:09",1084.000,temp_max,0,PISB
438,"2017-06-21 16:49:09",61.000,temp_ave,0,PISB
